SOURCE_ASSET_KEY,TARGET_ASSET_KEY
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_ranking_request_evaluation_feature_dataset/last_1_days,sagemaker/watch_tax_ag/watch_tax_ag_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_request_recall_evaluation_feature_dataset/last_1_days,sagemaker/bid_tax_ag/bid_tax_ag_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_request_recall_evaluation_feature_dataset/last_1_days,sagemaker/watch_tax_ag/watch_tax_ag_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_training_feature_dataset/last_8_days,sagemaker/bid_tax_ag/bid_tax_ag_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_nux_taxonomy_agnostic_training_feature_dataset/last_8_days,sagemaker/watch_tax_ag/watch_tax_ag_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_ranking_request_evaluation_feature_dataset/last_1_days,sagemaker/bid_hourly_150/bid_hourly_150_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_ranking_request_evaluation_feature_dataset/last_1_days,sagemaker/watch_hourly_100/watch_hourly_100_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_request_recall_evaluation_feature_dataset/last_1_days,sagemaker/bid_hourly_150/bid_hourly_150_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_request_recall_evaluation_feature_dataset/last_1_days,sagemaker/watch_hourly_100/watch_hourly_100_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_seconds_since_start_nux_ranking_request_evaluation_feature_dataset/last_1_days,sagemaker/bid_sec/bid_sec_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_seconds_since_start_nux_ranking_request_evaluation_feature_dataset/last_1_days,sagemaker/watch_sec/watch_sec_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_seconds_since_start_nux_request_recall_evaluation_feature_dataset/last_1_days,sagemaker/bid_sec/bid_sec_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_seconds_since_start_nux_request_recall_evaluation_feature_dataset/last_1_days,sagemaker/watch_sec/watch_sec_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_seconds_since_start_ranking_request_evaluation_feature_dataset/last_1_days,sagemaker/bid_sec/bid_sec_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_seconds_since_start_ranking_request_evaluation_feature_dataset/last_1_days,sagemaker/watch_sec/watch_sec_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_seconds_since_start_request_recall_evaluation_feature_dataset/last_1_days,sagemaker/bid_sec/bid_sec_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_seconds_since_start_request_recall_evaluation_feature_dataset/last_1_days,sagemaker/watch_sec/watch_sec_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_taxonomy_agnostic_ranking_request_evaluation_feature_dataset/last_1_days,sagemaker/bid_tax_ag/bid_tax_ag_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_taxonomy_agnostic_ranking_request_evaluation_feature_dataset/last_1_days,sagemaker/watch_tax_ag/watch_tax_ag_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_taxonomy_agnostic_request_recall_evaluation_feature_dataset/last_1_days,sagemaker/bid_tax_ag/bid_tax_ag_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_taxonomy_agnostic_request_recall_evaluation_feature_dataset/last_1_days,sagemaker/watch_tax_ag/watch_tax_ag_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_taxonomy_agnostic_training_feature_dataset/last_8_days,sagemaker/bid_tax_ag/bid_tax_ag_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_taxonomy_agnostic_training_feature_dataset/last_8_days,sagemaker/bid_tax_ag/bid_tax_ag_collect_train_dataset_uris
s3/feature_dataset_exports/user_livestream_taxonomy_agnostic_training_feature_dataset/last_8_days,sagemaker/watch_tax_ag/watch_tax_ag_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_taxonomy_agnostic_training_feature_dataset/last_8_days,sagemaker/watch_tax_ag/watch_tax_ag_collect_train_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_nux_training_feature_dataset/last_8_days,sagemaker/bid_hourly_150/bid_hourly_150_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_nux_training_feature_dataset/last_8_days,sagemaker/watch_hourly_100/watch_hourly_100_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_seconds_since_start_nux_training_feature_dataset/last_8_days,sagemaker/bid_sec/bid_sec_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_seconds_since_start_nux_training_feature_dataset/last_8_days,sagemaker/watch_sec/watch_sec_collect_eval_nux_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_seconds_since_start_training_feature_dataset/last_8_days,sagemaker/bid_sec/bid_sec_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_seconds_since_start_training_feature_dataset/last_8_days,sagemaker/bid_sec/bid_sec_collect_train_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_seconds_since_start_training_feature_dataset/last_8_days,sagemaker/watch_sec/watch_sec_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_seconds_since_start_training_feature_dataset/last_8_days,sagemaker/watch_sec/watch_sec_collect_train_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_training_feature_dataset/last_8_days,sagemaker/bid_hourly_150/bid_hourly_150_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_training_feature_dataset/last_8_days,sagemaker/bid_hourly_150/bid_hourly_150_collect_train_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_training_feature_dataset/last_8_days,sagemaker/watch_hourly_100/watch_hourly_100_collect_eval_livestream_ts_dataset_uris
s3/feature_dataset_exports/user_livestream_timestamp_training_feature_dataset/last_8_days,sagemaker/watch_hourly_100/watch_hourly_100_collect_train_dataset_uris
sagemaker/bid_hourly_150/bid_hourly_150_accuracy_check,sagemaker/bid_hourly_150_retrain/bid_hourly_150_retrain_model
sagemaker/bid_hourly_150/bid_hourly_150_collect_eval_livestream_ts_dataset_uris,sagemaker/bid_hourly_150/bid_hourly_150_prepare_eval_combo_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_collect_eval_nux_livestream_ts_dataset_uris,sagemaker/bid_hourly_150/bid_hourly_150_prepare_eval_combo_nux_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_collect_train_dataset_uris,sagemaker/bid_hourly_150/bid_hourly_150_retraining_job
sagemaker/bid_hourly_150/bid_hourly_150_collect_train_dataset_uris,sagemaker/bid_hourly_150/bid_hourly_150_training_job
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_livestream_ts,sagemaker/bid_hourly_150/bid_hourly_150_auc_metrics_datadog_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_livestream_ts,sagemaker/bid_hourly_150/bid_hourly_150_ranking_metrics_datadog_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_livestream_ts,sagemaker/bid_hourly_150_load_eval_metrics_snowflake_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_livestream_ts,sagemaker/bid_hourly_150_load_ranking_request_dataset_snowflake_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_livestream_ts,sagemaker/bid_hourly_150_load_ranking_request_eval_metrics_snowflake_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_livestream_ts,sagemaker/bid_hourly_150_load_recall_dataset_snowflake_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_nux_livestream_ts,sagemaker/bid_hourly_150/bid_hourly_150_auc_metrics_datadog_nux_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_nux_livestream_ts,sagemaker/bid_hourly_150/bid_hourly_150_ranking_metrics_datadog_nux_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_nux_livestream_ts,sagemaker/bid_hourly_150_load_eval_metrics_snowflake_nux_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_nux_livestream_ts,sagemaker/bid_hourly_150_load_ranking_request_dataset_snowflake_nux_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_nux_livestream_ts,sagemaker/bid_hourly_150_load_ranking_request_eval_metrics_snowflake_nux_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_nux_livestream_ts,sagemaker/bid_hourly_150_load_recall_dataset_snowflake_nux_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_prepare_eval_combo_livestream_ts,sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_prepare_eval_combo_nux_livestream_ts,sagemaker/bid_hourly_150/bid_hourly_150_eval_combo_nux_livestream_ts
sagemaker/bid_hourly_150/bid_hourly_150_retraining_job,sagemaker/bid_hourly_150/bid_hourly_150_accuracy_check
sagemaker/bid_hourly_150/bid_hourly_150_retraining_job,sagemaker/bid_hourly_150_retrain/bid_hourly_150_retrain_model
sagemaker/bid_hourly_150/bid_hourly_150_training_job,sagemaker/bid_hourly_150_train/bid_hourly_150_train_model
sagemaker/bid_hourly_150_load_eval_metrics_snowflake_livestream_ts,snowflake/disco_model_combine_eval_metrics_exploration
sagemaker/bid_hourly_150_load_eval_metrics_snowflake_livestream_ts,snowflake/disco_model_combine_eval_metrics_production
sagemaker/bid_hourly_150_load_eval_metrics_snowflake_nux_livestream_ts,snowflake/disco_model_combine_eval_metrics_exploration
sagemaker/bid_hourly_150_load_eval_metrics_snowflake_nux_livestream_ts,snowflake/disco_model_combine_eval_metrics_production
sagemaker/bid_hourly_150_load_ranking_request_eval_metrics_snowflake_livestream_ts,snowflake/disco_model_combine_ranking_request_eval_metrics_exploration
sagemaker/bid_hourly_150_load_ranking_request_eval_metrics_snowflake_livestream_ts,snowflake/disco_model_combine_ranking_request_eval_metrics_production
sagemaker/bid_hourly_150_load_ranking_request_eval_metrics_snowflake_nux_livestream_ts,snowflake/disco_model_combine_ranking_request_eval_metrics_exploration
sagemaker/bid_hourly_150_load_ranking_request_eval_metrics_snowflake_nux_livestream_ts,snowflake/disco_model_combine_ranking_request_eval_metrics_production
sagemaker/bid_hourly_150_retrain/bid_hourly_150_retrain_model,snowflake/bid_hourly_150_retrain_export_metadata
sagemaker/bid_hourly_150_train/bid_hourly_150_train_model,sagemaker/bid_hourly_150/bid_hourly_150_prepare_eval_combo_livestream_ts
sagemaker/bid_hourly_150_train/bid_hourly_150_train_model,sagemaker/bid_hourly_150/bid_hourly_150_prepare_eval_combo_nux_livestream_ts
sagemaker/bid_hourly_150_train/bid_hourly_150_train_model,snowflake/bid_hourly_150_train_export_metadata
sagemaker/bid_sec/bid_sec_accuracy_check,sagemaker/bid_sec_retrain/bid_sec_retrain_model
sagemaker/bid_sec/bid_sec_collect_eval_livestream_ts_dataset_uris,sagemaker/bid_sec/bid_sec_prepare_eval_combo_livestream_ts
sagemaker/bid_sec/bid_sec_collect_eval_nux_livestream_ts_dataset_uris,sagemaker/bid_sec/bid_sec_prepare_eval_combo_nux_livestream_ts
sagemaker/bid_sec/bid_sec_collect_train_dataset_uris,sagemaker/bid_sec/bid_sec_retraining_job
sagemaker/bid_sec/bid_sec_collect_train_dataset_uris,sagemaker/bid_sec/bid_sec_training_job
sagemaker/bid_sec/bid_sec_eval_combo_livestream_ts,sagemaker/bid_sec/bid_sec_auc_metrics_datadog_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_livestream_ts,sagemaker/bid_sec/bid_sec_ranking_metrics_datadog_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_livestream_ts,sagemaker/bid_sec_load_eval_metrics_snowflake_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_livestream_ts,sagemaker/bid_sec_load_ranking_request_dataset_snowflake_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_livestream_ts,sagemaker/bid_sec_load_ranking_request_eval_metrics_snowflake_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_livestream_ts,sagemaker/bid_sec_load_recall_dataset_snowflake_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_nux_livestream_ts,sagemaker/bid_sec/bid_sec_auc_metrics_datadog_nux_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_nux_livestream_ts,sagemaker/bid_sec/bid_sec_ranking_metrics_datadog_nux_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_nux_livestream_ts,sagemaker/bid_sec_load_eval_metrics_snowflake_nux_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_nux_livestream_ts,sagemaker/bid_sec_load_ranking_request_dataset_snowflake_nux_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_nux_livestream_ts,sagemaker/bid_sec_load_ranking_request_eval_metrics_snowflake_nux_livestream_ts
sagemaker/bid_sec/bid_sec_eval_combo_nux_livestream_ts,sagemaker/bid_sec_load_recall_dataset_snowflake_nux_livestream_ts
sagemaker/bid_sec/bid_sec_prepare_eval_combo_livestream_ts,sagemaker/bid_sec/bid_sec_eval_combo_livestream_ts
sagemaker/bid_sec/bid_sec_prepare_eval_combo_nux_livestream_ts,sagemaker/bid_sec/bid_sec_eval_combo_nux_livestream_ts
sagemaker/bid_sec/bid_sec_retraining_job,sagemaker/bid_sec/bid_sec_accuracy_check
sagemaker/bid_sec/bid_sec_retraining_job,sagemaker/bid_sec_retrain/bid_sec_retrain_model
sagemaker/bid_sec/bid_sec_training_job,sagemaker/bid_sec_train/bid_sec_train_model
sagemaker/bid_sec_load_eval_metrics_snowflake_livestream_ts,snowflake/disco_model_combine_eval_metrics_exploration
sagemaker/bid_sec_load_eval_metrics_snowflake_livestream_ts,snowflake/disco_model_combine_eval_metrics_production
sagemaker/bid_sec_load_eval_metrics_snowflake_nux_livestream_ts,snowflake/disco_model_combine_eval_metrics_exploration
sagemaker/bid_sec_load_eval_metrics_snowflake_nux_livestream_ts,snowflake/disco_model_combine_eval_metrics_production
sagemaker/bid_sec_load_ranking_request_eval_metrics_snowflake_livestream_ts,snowflake/disco_model_combine_ranking_request_eval_metrics_exploration
sagemaker/bid_sec_load_ranking_request_eval_metrics_snowflake_livestream_ts,snowflake/disco_model_combine_ranking_request_eval_metrics_production
sagemaker/bid_sec_load_ranking_request_eval_metrics_snowflake_nux_livestream_ts,snowflake/disco_model_combine_ranking_request_eval_metrics_exploration
